id,name,instructions,category,image_url,glass,is_popular
220,Lassi - Mango,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Other,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Highball glass,false
221,Lassi - Sweet,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Other,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Highball glass,false
222,Limona Corona,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Beer,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer glass,false
223,Lord And Lady,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Cocktail,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,false
224,Lady Love Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Cocktail glass,false
226,Lone Tree Cooler,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,false
227,Lone Tree Cocktail,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,false
228,Lazy Coconut Paloma,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,Cocktail,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,Highball glass,false
229,Long Island Iced Tea,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Long%20Island%20Tea.png,Highball glass,true
230,Lemon Elderflower Spritzer,"Pour all ingredients over ice, stir and enjoy!",Cocktail,https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,Highball glass,false
231,Lassi - A South Indian Drink,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Other,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Highball glass,false
232,Melya,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Coffee,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Coffee mug,false
233,Mojito,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Mojito.png,Highball glass,true
234,Mimosa,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Mimosa.png,Champagne flute,true
235,Mai Tai,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Mai%20Tai.png,Collins glass,true
236,Martini,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Martini.png,Cocktail glass,true
237,Michelada,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce. Served In a chilled, salt-rimmed glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,Pint glass,false
238,Manhattan,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Manhattan.png,Cocktail glass,true
239,Margarita,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Margarita.png,Cocktail glass,true
240,Mauresque,"1 - Pour the Ricard (or pastis) 2 - Pour the orgeat syrup 3 - Finally pour the water and add ice cubes at your convenience. Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",Cocktail,https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,Collins glass,false
241,Mint Julep,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Mint%20Julep.png,Collins glass,true
242,Mudslinger,Add all contents to a large jug or punch bowl. Stir well!,Punch,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Punch bowl,false
243,Martinez 2,"Add all ingredients to a mixing glass and fill with ice. Stir until chilled, and strain into a chilled coupe glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,Cocktail glass,false
244,Moranguito,"First you put rhe absinthe, then put tequila, then put the Granadine syrup.",Shot,https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Shot glass,false
245,Miami Vice,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",Cocktail,https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,Cocktail glass,false
246,Moscow Mule,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Punch,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Moscow%20Mule.png,Copper mug,true
247,Mulled Wine,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Punch,https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,Collins glass,false
248,Masala Chai,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Coffee,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Coffee mug,false
249,Munich Mule,Fill glass with ice Pour Gin and Lime Juice Fill glass with Ginger Beer Garnish with Cucumer and Lime slice.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Moscow%20Mule.png,Highball glass,false
250,Mocha-Berry,"Pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee,https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Irish Coffee Cup,false
251,Mango Mojito,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée. Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint. Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",Cocktail,https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,Jar,false
252,Mojito Extra,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Collins glass,false
253,Monkey Gland,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Cocktail glass,false
254,Midnight Mint,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,false
255,Mary Pickford,Shake and strain into a chilled large cocktail glass.,Cocktail,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,false
256,Monkey Wrench,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Cocktail,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,Old-fashioned glass,false
257,Negroni,"Stir into glass over ice, garnish and serve.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Negroni.png,Old-fashioned glass,true
258,New York Sour,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Whiskey sour glass,false
259,Nutty Irishman,Serve over ice.,Other,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Highball glass,false
260,National Aquarium,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Cocktail,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Collins glass,false
261,New York Lemonade,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Cocktail,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Cocktail glass,false
262,Nuked Hot Chocolate,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Rich & Creamy,https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Coffee mug,false
263,Orgasm,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,Cocktail glass,false
264,Old Pal,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Cocktail,https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,Nick and Nora glass,false
265,Old Cuban,"Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.",Cocktail,https://www.thecocktaildb.com/images/media/drink/eo8gfx1699022995.jpg,Cocktail glass,false
266,Orangeade,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Cocktail,https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,Highball glass,false
267,Orange Whip,Pour ingredients over ice and stir.,Other,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Collins glass,false
268,Orange Crush,Add all ingredients to tumbler-Pour as shot.,Shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Shot glass,false
269,Orange Oasis,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,Highball glass,false
270,Old Fashioned,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved. Fill the glass with ice cubes and add whiskey. Garnish with orange twist, and a cocktail cherry.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Old%20Fashioned.png,Old-fashioned glass,true
271,Oreo Mudslide,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",Cocktail,https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,Collins glass,false
272,Oatmeal Cookie,"Just mix it all together. It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice. Tastes like an oatmeal cookie.",Cocktail,https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,Mason jar,false
273,Orange Push-Up,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Cocktail,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,Hurricane glass,false
274,Orange Rosemary Collins,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,Cocktail,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,Highball glass,false
275,Orange Scented Hot Chocolate,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Rich & Creamy,https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,Coffee mug,false
276,Owen's Grandmother's Revenge,Add ingredients and mix in blender.,Cocktail,https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,Highball glass,false
277,Paloma,Stir together and serve over ice.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Paloma.png,Collins glass,true
278,Paradise,Shake together over ice. Strain into cocktail glass and serve chilled.,Cocktail,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,Cocktail glass,false
279,Pink Gin,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Cocktail,https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,White wine glass,false
280,Pegu Club,"Shake, strain, up, cocktail glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,Cocktail glass,false
281,Pink Lady,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,Cocktail glass,false
282,Pink Moon,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Cocktail,https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,Whiskey glass,false
283,Penicillin,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Cocktail,https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,Old-fashioned glass,false
284,Pisco Sour,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.",Cocktail,https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,Cocktail glass,false
285,Porto Flip,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Cocktail glass,false
286,Pina Colada,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Pin%CC%83a%20Colada.png,Collins glass,true
287,Pink Penocha,Mix all ingredients into bowl keep iced stir frequently.,Punch,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,Punch bowl,false
288,Pure Passion,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Cocktail,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,Whiskey sour glass,false
289,Popped Cherry,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Cocktail,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Highball glass,false
290,Poppy Cocktail,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Cocktail glass,false
291,Port Wine Flip,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,Whiskey sour glass,false
292,Planter's Punch,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Punch,https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg,Collins glass,false
293,Pineapple Paloma,"Rub the rim of each glass with lime slice and dip into salt. Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda. Give it a quick stir. Garnish with fresh pineapple or lime.",Cocktail,https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg,Collins glass,false
294,Pornstar Martini,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Cocktail,https://www.thecocktaildb.com/images/media/drink/xjhjdf1630406071.jpg,Cocktail glass,false
295,Planter’s Punch,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Cocktail,https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg,Highball glass,false
296,Port And Starboard,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Cocktail,https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Pousse cafe glass,false
297,Port Wine Cocktail,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Cocktail glass,false
298,Pysch Vitamin Light,Shake with ice.,Cocktail,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,Collins glass,false
299,Pink Panty Pulldowns,Shake well.,Cocktail,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,Collins glass,false
300,Passion Fruit Martini,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Cocktail,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,Cocktail glass,false
301,Pineapple Gingerale Smoothie,Throw everything into a blender and liquify.,Other,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,Highball glass,false
302,Quentin,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Cocktail,https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,false
303,Queen Bee,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,false
304,Quick F**K,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream.",Shot,https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,Shot glass,false
305,Quick-Sand,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Cocktail,https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,Highball glass,false
306,Queen Charlotte,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,false
307,Queen Elizabeth,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,false
308,Quaker's Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,false
309,Quarter Deck Cocktail,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,false
310,Rose,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Cocktail glass,false
311,Radler,"Pour beer into large mug, slowly add the 7-up (or Sprite).",Cocktail,https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,Highball glass,false
312,Rum Sour,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Cocktail,https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Whiskey sour glass,false
313,Rum Punch,Mix all ingredients in a punch bowl and serve.,Punch,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Punch bowl,false
314,Rum Toddy,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Old-fashioned glass,false
315,Royal Fizz,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Collins glass,false
316,Rum Cooler,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Cocktail,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Collins glass,false
317,Rum Runner,Mix all ingredients in glass & add ice.,Punch,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Cocktail glass,false
318,Rusty Nail,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Cocktail,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Old-fashioned glass,false
319,Red Snapper,"One shot each, shake n shoot.",Shot,https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Old-fashioned glass,false
320,Royal Bitch,Into a shot glass layer the Crown Royal on top of the Frangelico.,Shot,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Shot glass,false
321,Royal Flush,Pour all the ingredients into tumbler over ice. Strain into glass.,Shot,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Old-fashioned glass,false
322,Rum Cobbler,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Cocktail,https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Old-fashioned glass,false
323,Ruby Tuesday,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Cocktail,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Highball glass,false
325,Rosemary Blue,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine. 2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water. 3) Gently fold with a bar spoon to mix.",Cocktail,https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,Balloon glass,false
326,Ramos Gin Fizz,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white. Pour all the ingredients into a shaker. Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush. Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist! Pour into a highball glass, add a splash of soda and garnish to taste. Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",Cocktail,https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,Highball glass,false
327,Royal Gin Fizz,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Highball glass,false
328,Rum Milk Punch,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Collins glass,false
329,Raspberry Julep,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",Cocktail,https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,Cordial glass,false
330,Rum Screwdriver,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Highball glass,false
331,Raspberry Cooler,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Other,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Highball glass,false
332,Rum Old-Fashioned,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Old-fashioned glass,false
333,Russian Spring Punch,"Pour the ingredients into an highball glass, top with Sparkling wine.",Cocktail,https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Highball glass,false
334,Radioactive Long Island Iced Tea,Pour all ingredients over ice in a very tall glass. Sip cautiously.,Cocktail,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Collins glass,false
335,Smut,Throw it all together and serve real cold.,Punch,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Beer mug,false
336,Spritz,"Build into glass over ice, garnish and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Old-fashioned glass,false
337,Scooter,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Cocktail glass,false
338,Sangria,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Punch,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Pitcher,false
339,Stinger,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Cocktail glass,false
340,Sazerac,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Sazerac.png,Old-fashioned glass,true
341,Sidecar,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Sidecar.png,Cocktail glass,true
342,Snowday,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Cocktail,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,Collins glass,false
343,Spice 75,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper). Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Cocktail,https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Wine glass,false
