id,name,instructions,category,image_url,glass,is_popular
344,Snowball,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Cocktail,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Highball glass,false
345,Shot-Gun,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Shot,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Shot glass,false
346,Salty Dog,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Cocktail,https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Highball glass,false
347,Stone Sour,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Whiskey sour glass,false
348,Sea Breeze,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Cocktail,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Highball glass,false
349,Scotch Sour,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Whiskey sour glass,false
350,Sweet Tooth,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Other,https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball glass,false
351,Screwdriver,Mix in a highball glass with ice. Garnish and serve.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Screwdriver.png,Highball glass,true
352,Sherry Flip,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Nick and Nora glass,false
353,Sol Y Sombra,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Cocktail,https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy snifter,false
354,Shark Attack,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Cocktail,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Pitcher,false
355,San Francisco,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Cocktail,https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Highball glass,false
356,Space Odyssey,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Cocktail,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,Highball glass,false
357,Sherry Eggnog,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Collins glass,false
358,Sweet Bananas,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Other,https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball glass,false
359,Sweet Sangria,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Punch,https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Pitcher,false
360,Thriller,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Cocktail,https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Cocktail glass,false
361,The Galah,Mix together the alcoholic portions and top with Pineapple and Lime juice.,Cocktail,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,Collins glass,false
362,Tia-Maria,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Liqueur,https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,Collins glass,false
363,Tipperary,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Cocktail,https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,Nick and Nora glass,false
364,Turkeyball,Shake with ice and strain into a shot glass.,Shot,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shot glass,false
365,Texas Sling,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Other,https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,Wine glass,false
366,Thai Coffee,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Coffee,https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Highball glass,false
367,Tom Collins,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Tom%20Collins.png,Collins glass,true
368,Tomato Tang,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Other,https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Highball glass,false
369,Talos Coffee,Add your GM and then add your coffee.,Coffee,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Brandy snifter,false
370,Tennesee Mud,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee,https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee mug,false
371,Tequila Fizz,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Collins glass,false
372,Tequila Sour,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Whiskey sour glass,false
373,Thai Iced Tea,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Coffee,https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,Highball glass,false
374,The Last Word,Shake with ice and strain into a cocktail glass.,Cocktail,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,Cocktail glass,false
375,Turf Cocktail,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Cocktail glass,false
376,The Laverstoke,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix. 2) Fully fill the glass with cubed ice and stir to chill. 3) Top with Fever-Tree Ginger Ale and gently stir again to combine. 4) Garnish with a snapped ginger slice and an awoken mint sprig.",Cocktail,https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,Balloon glass,false
377,Tequila Slammer,Mix carefully to avoid releasing the dissolved CO2.,Shot,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,Hurricane glass,false
378,Tequila Sunrise,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Tequila%20Sunrise.png,Highball glass,true
379,The Philosopher,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Cocktail,https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,Margarita glass,false
380,Tuxedo Cocktail,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Cocktail,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Cocktail glass,false
381,Tequila Surprise,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Shot,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Shot glass,false
382,Thai Iced Coffee,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Coffee,https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Highball glass,false
383,The Jimmy Conway,Fill glass with ice Pour in The Irishman and Disaronno Fill to the top with Cranberry Juice Garnish with a slice of lemon…Enjoy!,Cocktail,https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,Whiskey sour glass,false
384,Texas Rattlesnake,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end",Shot,https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Highball glass,false
385,Vesper,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Vesper.png,Cocktail glass,true
386,Victor,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail glass,false
387,Vampiro,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Cocktail,https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,Old-fashioned glass,false
388,Vesuvio,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,Old-fashioned glass,false
389,Veteran,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Cocktail,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Old-fashioned glass,false
390,Van Vleet,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,Old-fashioned glass,false
391,Vodka Fizz,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Other,https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,White wine glass,false
392,Vodka Lemon,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",Cocktail,https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,Highball glass,false
393,Vodka Slime,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",Cocktail,https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,Highball glass,false
394,Vodka Tonic,"Wash and cut 1 wedge and 1 slice of lime or lemon. Fill a tumbler with fresh ice. Pour the desired dose of vodka and top up with the tonic. Squeeze the lime wedge into the glass and decorate with the slice. That's all, very simple: it's just the recipe for happiness!",Cocktail,https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,Highball glass,false
395,Vodka Martini,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail glass,false
396,Vodka Russian,Mix it as a ordinary drink .,Cocktail,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Collins glass,false
397,Vermouth Cassis,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Highball glass,false
398,Victory Collins,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Cocktail,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins glass,false
399,Vodka And Tonic,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball glass,false
400,Valencia Cocktail,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Cocktail glass,false
401,Whisky Mac,Pour both of the ingredients into a wine goblet with no ice.,Cocktail,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins glass,false
402,White Lady,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Cocktail,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,Cocktail glass,false
403,Wine Punch,Combine all of the ingredients and pour over a block of ice.,Punch,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,Collins glass,false
404,Wine Cooler,Mix wine and soft drink. Pour into glass. Add ice.,Punch,https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins glass,false
405,Winter Rita,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",Beer,https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,Highball glass,false
406,Whiskey Sour,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/Whiskey%20Sour.png,Old-fashioned glass,true
407,White Russian,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Cocktail,https://usgsomofsav4obpi.public.blob.vercel-storage.com/White%20Russian.png,Old-fashioned glass,true
408,Winter Paloma,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,Cocktail,https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg,Highball glass,false
409,White Wine Sangria,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",Punch,https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,Pitcher,false
410,Whitecap Margarita,Place all ingredients in a blender and blend until smooth. This makes one drink.,Other,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/Coupette glass,false
411,Waikiki Beachcomber,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail glass,false
412,Yellow Bird,Shake and strain into a chilled cocktail glass.,Cocktail,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail glass,false
413,Yoghurt Cooler,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Other,https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball glass,false
414,Zorro,Add all and pour black coffee and add whipped cream on top.,Coffee,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,Coffee mug,false
415,Zinger,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,Non-Alcoholic,https://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,Highball glass,false
416,Zoksel,"No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.",Non-Alcoholic,https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,Beer pilsner,false
417,Zombie,"Blend at high speed for no more than 5 seconds. Pour into a glass, add ice cubes to fill, then add the garnish. *Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved. Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle. Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",Cocktail,https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,Hurricane glass,false
418,Zambeer,Mix sambuca with rootbeer and stir. Add ice.,Non-Alcoholic,https://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins glass,false
420,Zenmeister,Mix together and enjoy.,Cocktail,https://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,Collins glass,false
421,Zipperhead,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",Shot,https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,Whiskey sour glass,false
422,Zima Blaster,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",Cocktail,https://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,Hurricane glass,false
423,Zizi Coin-Coin,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Punch,https://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,Margarita/Coupette glass,false
424,Zimadori Zinger,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,Punch,https://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,Collins glass,false
425,Zippy's Revenge,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid serve cold.,Cocktail,https://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,Old-fashioned glass,false
426,Ziemes Martini Apfelsaft,Serve without ice. At least the juice shold have room temperature.,Cocktail,https://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,Collins glass,false
427,155 Belmont,Blend with ice. Serve in a wine glass. Garnish with carrot.,Cocktail,https://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,false
428,110 In The Shade,Drop shooter in glass. Fill with beer.,Beer,https://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer glass,false
429,151 Florida Bushwacker,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,Other,https://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,false
430,252,"Add both ingredients to shot glass, shoot, and get drunk quick.",Shot,https://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,false
431,24k Nightmare,"Add over ice,shake and pour.",Shot,https://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,false
432,3 Wise Men,Put them them in a glass and slam it to tha head.,Shot,https://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,false
433,3-Mile Long Island Iced Tea,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Cocktail,https://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins glass,false
434,410 Gone,Mix together and enjoy!,Cocktail,https://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Collins glass,false
435,50/50,Fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,Cocktail,https://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins glass,false
436,501 Blue,Mix equal amounts into a glass with ice.,Cocktail,https://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins glass,false
437,57 Chevy With A White License Plate,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir.,Cocktail,https://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,false
438,69 Special,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",Cocktail,https://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins glass,false
2672,ABC,Layered in a shot glass.,Shot,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,false
2674,ACID,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,Shot,https://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,false
2675,AT&T,"Pour Vodka and Gin over ice, add Tonic and Stir",Cocktail,https://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,false
2724,Cream Soda,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,Cocktail,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Highball glass,false
2728,Corn n Oil,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",Cocktail,https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,Old-fashioned glass,false
2734,Campari Beer,Use a 15 oz glass. Add Campari first. Fill with beer.,Beer,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Beer mug,false
2743,Coke and Drops,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",Non-Alcoholic,https://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Cocktail glass,false
2757,Dark and Stormy,Build dark rum over ice in a highball glass and top with ginger beer. Squeeze a lime wedge over the top and drop it into the drink.,Cocktail,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Highball glass,false
2760,Damned if you do,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Shot,https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Shot glass,false
2763,Death in the Afternoon,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",Cocktail,https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,Margarita glass,false
2783,Funk and Soul,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,Cocktail,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Collins glass,false
2798,GG,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Cocktail,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,Collins Glass,false
2822,Gin and Soda,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",Cocktail,https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,Highball glass,false
2823,H.D.,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,Coffee,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Beer mug,false
2826,Herbal flame,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",Coffee,https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,Mason jar,false
2839,Hot Chocolate to Die for,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",Rich & Creamy,https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,Coffee mug,false
2855,Jello shots,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",Shot,https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Shot glass,false
2860,Just a Moonmint,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Other,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Highball Glass,false
2872,Kiss me Quick,mix in the glass,Cocktail,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Highball glass,false
2879,Kill the cold Smoothie,Juice ginger and lemon and add it to hot water. You may add cardomom.,Other,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Highball glass,false
2884,Long vodka,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Cocktail,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,false
2943,Orange Push-up,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Cocktail,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,Hurricane glass,false
2955,Porto flip,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Cocktail glass,false
2959,Popped cherry,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Cocktail,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Highball glass,false
2975,Quick-sand,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Cocktail,https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,Highball glass,false
2994,Rail Splitter,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Cocktail,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Highball glass,false
3002,Rum Old-fashioned,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Cocktail,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Old-fashioned glass,false
3015,Shot-gun,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Shot,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Shot glass,false
3018,Sea breeze,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Cocktail,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Highball glass,false
3089,Zorbatini,Prepare like a Martini. Garnish with a green olive.,Cocktail,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,Cocktail glass,false
3093,Zizi Coin-coin,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Punch,https://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,Margarita/Coupette glass,false
